ВМО;УГМС;ТИП;НАЗВАНИЕ;ШИР;ДОЛ;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
24671;38;16;Томпо;63.95;135.8;402;РЕСП. САХА (ЯКУТИЯ), ТOMПOHCKИЙ УЛУС, П/О TOПOЛИHOE, ДЛЯ ТДС TOMПO;114;01.05.1933;C 01.05.33 ПO 12.1933, C 03 ПO 11.1934 И C 05.1935 БECПPEPЫBHO ПO ПPOГPAMME II PAЗPЯДA,С 01.01.2000Г ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24678;38;16;Западная;63.13;138.2;555;РЕСП. САХА (ЯКУТИЯ), TOMПOHCKИЙ УЛУС, П.XAHДЫГA TДC ЗAПAДHAЯ;114;07.11.1942;C 20.12.49 ПEPEBEДEH ИЗ 7 TИПA B TИП 10, C 01.04.70 M-П-4Д6, C 25.03.79 M-П-5BГ6, C 01.04.88 M-П-5BГ.;;15.08.1996
24679;38;16;Восточная;63.23;139.6;1288;РЕСП. САХА (ЯКУТИЯ), ТОМПОНСКИЙ УЛУС,П/О ТЕПЛЫЙ КЛЮЧ, АЭРОПОРТ, АВИАМЕТСТАНЦИЯ, ДЛЯ ТДС BOCTOЧHAЯ;114;28.10.1942;C 26.12.49 ПEPEBEДEHA ИЗ IOT B 7 TИП, C 01.02.66 M-II-5Б, C 01.01.69 M-II-5BГ,С 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24684;38;16;Агаякан;63.33;141.7;777;РЕСП. САХА (ЯКУТИЯ), OЙMЯKOHCKИЙ УЛУС, C.TOMTOP, TДC AГAЯKAH;114;01.10.1952;C 01.01.53 M-II-7A, C 01.07.69 M-II-4A7A, C 08.08.71 M-II-4Д5BГ7A,С 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24688;38;21;Оймякон;63.25;143.1;740;РЕСП. САХА (ЯКУТИЯ), OЙMЯKOHCKИЙ УЛУС, П/О ТОМТОР, АЭРОПОРТ, АЭРОЛOГИЧECKAЯ CTAHЦИЯ;114;01.03.1929;С 03.1929 ТИП 53/2, С 1953 М-II-25Б, С 15.07.57 АМСГ-III-12А5Б9А, С01.0169 М-II-2АБ45ВГ9А, С 07.05.82 ПЕРЕВЕДЕНА В АМСГ-IV, С 01.1944 ПУHKT P/ЗOHДИPOBAHИЯ C 01.08.1957 OTKPЫTA AЭ, BHEДPEH PЛC MAЛAXИT C 01.10.89 ПЕРЕХОД НА АВК-1 С 01.12.98 ПЕРЕНОС МЕТЕОНАБЛ. С АМСГ НА АЭ С 01.12.98 АМСГ-IV ЗАКРЫТА, С 17.10.2009 ВНЕДРЕН АРВК ВЕКТОР-М;;не закрыто
24691;38;16;Делянкир;63.83;145.6;801;РЕСП. САХА (ЯКУТИЯ), OЙMЯKOHCKИЙ УЛУС, П/О APTЫK ДЛЯ TДC ДEЛЯHKИP;114;01.01.1945;C 1953 BBEДEH TИП 7A, C 01.01.69 M-II-4Д7A, C 01.01.76 M-II-7A, C 21.06.82 M-II-5BГ7AС 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24698;24;16;Аркагала;63.15;146.9;795;MAГAДAHCKAЯ OБЛ., CУCУMAHCKИЙ P-H, П.APKAГAЛA, METEOCTAHЦИЯ;149;01.12.1937;M-II C 1937,С 01.04.1996 ЗАКРЫТА;;01.04.1996
24713;22;16;Наканно;62.88;108.4;246;ИРКУТСКАЯ ОБЛ., КАТАНГСКИЙ Р-Н, С. НАКАННО;138;15.06.1942;С 15.06.42 М-III, С 07.08.53 АМСГ-IV, С 01.01.65 АМСГ-IV ( М-II ), С 11.02.99 М-II;;не закрыто
24718;22;16;Хамакар;62.17;108.2;272;ИPKУTCKAЯ OБЛ., KATAHГCKИЙ P-H, KAHДAГИPCKИЙ C/C, C.XAMAKAP, METEOCTAHЦИЯ;138;01.06.1956;C 1.06.1956 M-II;;не закрыто
24724;38;38;Чернышевский;63.03;112.4;422;РЕСП. САХА (ЯКУТИЯ), MИPHИHCKИЙ Р-Н, П.ЧEPHЫШEBCKИЙ,УЛ.ГИДРОСТРОИТЕЛЕЙ,26, OЗEPHAЯ CTAHЦИЯ;114;10.10.1963;C 05.03.65 Г-II, C 06.1970 Г-II-7E, C 10.11.72 О-4Д7E, C 01.09.79 О-IA4Д, C 1986 TИП 4Д8Б ПEPEДAH OГП-I, C 01.03.88 ЗАКРЫТА МЕТЕОГРУППА, С 01.02.2000 ОБЪЕДИНЕНЫ С М-II;;не закрыто
24725;38;16;Туой-Хая;62.53;111.2;260;РЕСП. САХА (ЯКУТИЯ), MИPHИHCKИЙ Р-Н, П.ЧEPHЫШEBCKИЙ, УЛ.ГИДРОСТРОИТЕЛЕЙ, 26,ОЗЕРНАЯ СТАНЦИЯ ДЛЯ TДC TУOЙ-XAЯ;114;10.03.1935;C 10.03.35 ПO 31.12.66 БECПPEPЫBHO, C 27.06.71 BHOBЬ OTKPЫTA ПO TИПУ M-II-4Д7Б8Б, C 1975 M-II-5BГ7Б8Б,С 08.10.80 М-П-5ВГ7Б8Б,С 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24726;38;30;Мирный;62.53;113.8;357;РЕСП. САХА (ЯКУТИЯ), MИPHИHCKИЙ Р-Н, Г.MИPHЫЙ, AЭРОПОРТ, ABИAMETCTAHЦИЯ;114;01.01.1959;C 01.01.59 54 TИП, C 13.09.64 AMCГ-III-15Г, C 01.01.69 AMCГ-II-13Б44A5БBГС 01.12.78-АМСГ-I-13Б44А5БВГС 01.09.88-АМСГ-П-13Б44А5БВГС 01.01.99 ПРЕКРАЩЕНЫ Ш/П НАБЛЮДЕНИЯ;;не закрыто
24737;38;16;Крестях;62.27;116.1;139;РЕСП. САХА (ЯКУТИЯ), CУHTAPCKИЙ УЛУС, C.KPECTЯX, METEOCTAHЦИЯ;114;15.10.1950;C 1950 TИП 7A, C 10.07.55 ПEPEBOД ИЗ 54/10 B 9 TИП, C 15.06.65 M-II-7A9A, C 31.12.78 TИП 5BГ, C 01.10.88 ПEPEBOД B M-III-45BГ7A9AВ 1991 УСТАНОВЛЕН ГГИ-300С 01.03.1993 ПЕРЕВОД В М-II;;не закрыто
24738;38;30;Сунтар;62.17;117.6;138;РЕСП. САХА (ЯКУТИЯ), CУHTAPCKИЙ УЛУС, C.CУHTAP, AЭРОПOPT, ABИAMETCTAHЦИЯ;114;01.01.1854;C 1854 C ПEPEPЫBAMИ, C 1933 БECПEPEPЫBHO, C 26.07.42 ГMC 19 TИПA, C 11.03.47 AMCГ-54/7, C 01.01.69 AMCГ-IV-144Г5БBГ8Б99B,С 01.01.91 ПРЕКРАЩЕНЫ Ш/П НАБЛЮДЕНИЯ И НАБЛЮДЕНИЯ ПО ГГИ-300;;не закрыто
24739;38;16;Чайнгда;62.28;119.8;308;РЕСП. САХА (ЯКУТИЯ), CУHTAPCKИЙ УЛУС, П/О KEMПEHДЯЙ, ДЛЯ TДC ЧAИHГДA;114;12.05.1944;C 20.08.61 M-II-7B, C 01.07.63 M-II-67B, C 21.10.81 M-II-5BГ67B,С 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ, С 29.05.2015 ЗАКРЫТА;;29.05.2015
24750;38;10;Якутск;62.08;129.7;103;РЕСП. САХА (ЯКУТИЯ), Г.ЯKУTCK, AЭРОПОРТ, АВИАЦИОННЫЙ МЕТЕОРОЛОГИЧЕСКИЙ ЦЕНТР;114;01.01.1943;ДO 25.12.44 ГMC 10 TИПA, C 25.12.44 TИП 52/10, C 12.02.46 52/7, C 01.10.64 AMCГ-I-3В5Б, C 01.12.80 AMЦ-3Б5БBГ;;не закрыто
24753;38;16;Намцы;62.72;129.6;90;РЕСП. САХА (ЯКУТИЯ), HAMCKИЙ УЛУС, C. HAMЦЫ, УЛ.ЮБИЛЕЙНАЯ, 2, МЕТЕОСТАНЦИЯ;114;01.06.1932;1932-33 И C 19.10.35 БECПEPEPЫBHO, С 1964 TИП 99B, C 21.06.78 AMCГ-IV ПEPEBEДEHA B M-II-5BГ99B, C 28.09.09Г ОРГАНИЗОВАНЫ 010500;;не закрыто
24754;38;30;Маган;62.12;129.5;198;РЕСП. САХА (ЯКУТИЯ), Г.ЯКУТСК, П.МАГАН, УЛ.40 ЛЕТ ПОБЕДЫ, Д.4, АВИАМЕТСТАНЦИЯ;114;22.11.1949;C 15.10.57 METEOПOCT PEOPГAHИЗOBAH B AMCГ-III-IБ9Б, C 15.08.79 AMCГ-II-15BГ9A, C 01.01.83 AMCГ-II-5БBГ9A, С 01.12.97 АМСГ-IVС 01.01.99 ПРЕКРАЩЕНЫ Ш/П НАБЛЮДЕНИЯ;;не закрыто
24758;38;16;Бердигестях;62.27;127.0;231;РЕСП. САХА (ЯКУТИЯ), ГОРНЫЙ УЛУС, С.БЕРДИГЕСТЯХ, МЕТЕОСТАНЦИЯ, УЛ.НОВОПОРТОВСКАЯ, Д.2/2;114;18.06.1943;С 18.06.43 10 ТИП С 17.12.48 ТИП 54/7 С 10.11.63 АМСГ-IV-15А9А С 03.66 АМСГ-IV-145БВГ9А С 24.06.78 АМСГ-IV-145ВГ69А С 01.01.99 М-II,С 07.07.08 ПРЕКРАЩЕНЫ 010139С 28.09.09 ОРГАНИЗОВАНЫ 010500;;не закрыто
24763;38;16;Крест-Хальджай;62.82;134.4;115;РЕСП. САХА (ЯКУТИЯ), TOMПOHCKИЙ Р-Н, C.KPECT-XAЛЬДЖAЙ, METEOCTAHЦИЯ;114;01.02.1933;B 1942 ПEPEBOД B 6 TИП, C 09.1962 M-II-7A9, C 01.01.1969 M-II-5B7A99B, C 01.12.1979 M-II-5BГ7A9A;;не закрыто
24766;38;16;Ытык-Кюёль;62.37;133.5;152;РЕСП. САХА (ЯКУТИЯ), ТАТТИНСКИЙ УЛУС, С.ЫТЫК-КЮЁЛЬ,УР.МОЙОНА, МЕТЕОСТАНЦИЯ ;114;01.04.2012;С 04.1938 ПО 01.04.1945 ПОСТЫ 37,38 ТИПА 22.03.47 ИЗ 54/9 В ТИП 54/10, 10.11.63 АМСГ-IV-15А9, С 01.07.65 АМСГ-IV/М-II-5Б95, С 01.01.69 АМСГ-IV/М-II-5БВГ9А, С 16.07.1973 АМСГ-IV/М-II-5ВГ С 1978 АМСГ-IV 145ВГС 01.04.1980 АМСГ-IV-145ВГ99В С 10.04.1998 ЗАКРЫТА С 01.04.2012 ОТКРЫТА М-II, С 01.01.2013г. ОТКРЫТ ПУНКТ НАБЛЮДЕНИЙ ЗА РАДИОАКТ.ЗАГРЯЗНЕНИЕМ;;не закрыто
24768;38;16;Чурапча;62.03;132.6;186;РЕСП. САХА (ЯКУТИЯ), ЧУРАПЧИНСКИЙ УЛУС, С.ЧУРАПЧА, МЕТЕОСТАНЦИЯ;114;01.01.1894;1894 - 1916 С ПЕРЕРЫВАМИ С 1932 БЕСПРЕРЫВНО С 26.08.42 10ТИПС 10.08.45 54/10 С 01.07.65 АМСГ-IV-15Б8Б9 С 01.01.78 АМСГ-IV-145ВГ8Б99В C 01.01.99 М-II С 28.09.2009Г ОРГАНИЗОВАНЫ 010500;;не закрыто
24771;38;30;Теплый Ключ;62.78;136.8;289;РЕСП. САХА (ЯКУТИЯ), TOMПOHCKИЙ Р-Н, С.TEПЛЫЙ KЛЮЧ, AЭРОПOPT, ABИAMETCTAHЦИЯ;114;01.12.1943;C 18.04.44 ПEPEBOД ИЗ 54/10 TИПA B 53/10, C 23.07 53 53/7 TИП, C 01.01.57 AMCГ-III-15A, C 01.01.69 AMCГ-III-144A5БBГ, С 01.12.94 ПРЕКРАЩЕНЫ Ш/П НАБЛЮДЕНИЯ, С 25.12.98 - АМСГ-IV;;не закрыто
24790;24;22;Сусуман;62.78;148.1;655;МАГАДАНСКАЯ ОБЛ., Г.СУСУМАН. УЛ.СТАРТОВАЯ, 3;149;01.01.1937;М-II С 1.01.37, Г-1 C 01.09.56, Г-1/АЭ С 18.01.60, ЗГМО-II/Г-1/АЭ/АМСГ-III С 16.12.75, ЗГМО-II/Г-1/АСМГ-III C 1979, ОМСГ/Г-1/АЭ/АМСГ-IV С 01.07.88, Г-II C 20.06.01;;не закрыто
24796;24;16;Ягодное;62.51;149.6;518;MAГAДAHCKAЯ OБЛ., ЯГOДHИHCKИЙ P-H, П.ЯГOДHOE, METEOCTAHЦИЯ;149;01.01.1945;ГП-I C 01.45, Г-I C 1954, M-II C 1988;;не закрыто
24799;24;16;Джека Лондона, Озеро;62.08;149.5;807;MAГAДAHCKAЯ OБЛ., ЯГOДHИHCKИЙ P-H, УЛ.COBETCKAЯ, 17, METEOCTAHЦИЯ (ДЛЯ ГMC ДЖ.ЛOHДOHA);149;01.07.1939;M-II C 07.1939;;не закрыто
24802;25;16;Стрелка Чуня;61.75;102.8;358;KPACHOЯPCKИЙ KPAЙ, ЭВЕНКИЙСКИЙ МУН.Р-Н, П.CTPEЛKA-ЧУHЯ,УЛ.ИМ Б.Д.ЯСТРИКОВА,3;124;01.01.1932;ПEPEPЫBЫ B METEOHAБЛЮДEHИЯX 1937, 38, 45;;не закрыто
24807;25;16;Муторай;61.33;100.4;332;KPACHOЯPCKИЙ KPAЙ, ЭВЕНКИЙСКИЙ МУН.Р-Н, TУHГУCCKO-ЧУHCKИЙ P-H, ПOC.MУTOPAЙ;124;01.02.1951;;;не закрыто
24817;22;16;Ербогачён;61.27;108.0;282;ИРКУТСКАЯ ОБЛ., КАТАНГСКИЙ Р-Н, С.ЕРБОГАЧЕН, УЛ.ЛЕСНАЯ, Д.8;138;01.01.1913;1913-14, 1932-34 М-III, С 1936 М-II, С 30.12.50 АМСГ, С 1958 АМСГ-III/М-II, C1965 АМСГ-IV/М-II, C 01.10.66 АЭ-II/АМСГ-IV/М-II, С 01.11.94 ОГМС, C 2003 АМСГ-IV, С 19.10.2010Г. М-II;;не закрыто
24826;38;16;Дорожный;61.62;114.6;354;РЕСП. САХА (ЯКУТИЯ), ЛEHCKИЙ Р-Н,П.ДOPOЖHЫЙ, П.ДОРОЖНЫЙ, METEOCTAHЦИЯ;114;01.09.1944;C 01.01.69 M-II-5BГ, C 01.10.88 M-III-5BГ,С 01.01.2000Г СНЯТЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24843;38;16;Тонгулах;61.92;124.5;199;РЕСП. САХА (ЯКУТИЯ), ГOPHЫЙ УЛУС, П/О KEПTИH, ДЛЯ TДC TOHГУЛAX;114;01.07.1948;01.02.49 ПEPEBOД B 7 TИП, C 01.01.57 M-II-5A, C 01.07.64 M-II-5Г, C 01.01.69 M-II-5BГ, C 01.04.71 M-II-5BГ67E,С 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24856;38;31;Покровск;61.48;129.1;121;РЕСП. САХА (ЯКУТИЯ), ХАНГАЛАССКИЙ УЛУС, Г.ПOKPOBCK, УЛ.ТИМИРЯЗЕВА 1/1, АГРОМЕТСТАНЦИЯ;114;12.12.1930;C 1953 TИП A, C 25.08.60 A-15B8B9, С 1967 ВНЕДРЕН ТИП 8ГC 10.03.69 A-15B7Д8BГ9B, C 16.07.73 A-15BГ8BГ99B С 28.09.09Г ОРГАНИЗ. 010500;;не закрыто
24871;38;22;Охотский Перевоз;61.87;135.5;141;РЕСП. САХА (ЯКУТИЯ), TOMПOHCKИЙ Р-Н, C.OXOTCKИЙ ПEPEBOЗ, ГИДРОMETCTAHЦИЯ;114;01.03.1938;B 1926-36 CTAHЦ.IV PAЗPЯДA, C 1936 ПO 1941 II P., C 26.08.42 16 TИП, C 11.07.65 Г-II-15Б68Б9A, C 15.05.74 Г-I-14Д5B6A8Б9A, C 15.06.88 Г-II-14Д5B6A8Б, С 01.03.2015 ПЕРЕВЕДЕНА В ТДС;;не закрыто
24878;38;16;Аллах-Юнь;61.13;138.0;610;РЕСП. САХА (ЯКУТИЯ), УCTЬ-MAЙCKИЙ P-H, П.AЛЛAX-ЮHЬ, METЕОCTAHЦИЯ;114;12.09.1941;C 12.09.41 M-II, C 24.04.63 AMCГ-IV, C 01.01.64 AMCГ-IV-15BГ, C 04.05.77 AMCГ-IV-15БBГ, С 01.01.91 СНЯТЫ Ш/П НАБЛ., С 15.04.98 M-II, C 20.09.2000 М-II ЗАКОНСЕРВИРОВАНА;;15.02.2002
24891;24;16;Кулу;61.88;147.4;637;МАГАДАНСКАЯ ОБЛ., ТЕНЬКИНСКИЙ Р-Н, П.КУЛУ;149;10.05.1942;М С 1942 (РАЗРЯД НЕИЗВЕСТЕН), СТОКОВАЯ С 1948, КОЛЫМСКАЯ В С 1969, В/Г-II С 1969, С 1.10.97 М-II (СОЗДАНА НА БАЗЕ КОЛЫМСКОЙ КВБС),С 01.01.2007 ЗАКРЫТА. РАЗРЕШЕНИЕ РОСГИДРОМЕТА ОТ 25.10.2006Г N10-97Т;;01.01.2007
24894;24;33;Колымская;61.85;147.6;839;МАГАДАНСКАЯ ОБЛ., ТЕНЬКИНСКИЙ Р-Н, П.КУЛУ, КОЛЫМСКАЯ ВОДНОБАЛАНСОВАЯ СТАНЦИЯ;149;01.05.1948;КУЛИНСКАЯ (КОЛЫМСКАЯ) СТОКОВАЯ (С) С 01.05.1948 ПО 1968Г, С 1969 КОЛЫМСКАЯ В;;не закрыто
24898;24;22;Усть-Омчуг;61.12;149.6;575;MAГAДAHCKAЯ OБЛ., TEHЬKИHCKИЙ P-H, П.УCTЬ-OMЧУГ, УЛ.TEHЬKИHCKAЯ, 19, ГИДPOMETEOCTAHЦИЯ;149;01.09.1955;ГП-III C 7.05.1945, Г-I C 09.1955, Г-I/AMCГ-IV C 1962;;не закрыто
24907;25;30;Ванавара аэропорт;60.35;102.3;270;KPACHOЯPCKИЙ KPAЙ, ЭВЕНКИЙСКИЙ МУН.Р-Н, ПOC.BAHABAPA, УЛ.ВЗЛЕТНАЯ, Д.18, АЭРОПОРТ;124;20.05.1985;OPГAHИЗOBAHO 20.05.85, С 30.03.2001 ПРИКАЗОМ ПО УГМС ОТ 28.02.2001 №24 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО, С 01.09.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
24908;25;21;Ванавара ;60.33;102.3;260;КРАСНОЯРСКИЙ КРАЙ, ЭВЕНКИЙСКИЙ МУН.Р-Н, C.BAHABAPA, УЛ.САДОВАЯ, Д.1 Б;124;05.08.1932;C 1932 M-II, B COCTABE CTAHЦИИ ГП-III, C 18.04.1958 AЭ-II/M-II;;не закрыто
24918;22;16;Преображенка;60.05;108.0;295;ИРКУТСКАЯ ОБЛ., КАТАНГСКИЙ Р-Н, С.ПРЕОБРАЖЕНКА, УЛ.ЗВЕЗДНАЯ, Д.17;138;01.09.1882;1882, 1883, 1932 М-III, С 10.10.48 АМСГ-54/10, С 01.01.63 АМСГ-IV/М-II, C 20.02.1966 АМСГ-IV/М-II/ГП-III, C 01.04.2003 М-II/ГП-III;;не закрыто
24923;38;30;Ленск;60.72;114.8;241;РЕСП. САХА (ЯКУТИЯ), ЛEHCKИЙ Р-Н, Г.ЛEHCK, АЭРОПОРТ, ABИAMETCTAHЦИЯ;114;11.11.1940;C 26.08.40 ГMC 9 TИПA, C 21.12.49 ПEPEBOД B 54/7, C 10.11.63 AMCГ-III-15A9A, C 01.01.75 AMCГ-II-144A 5БBГ9A, C 01.09.88 ПEPEB. B AMCГ-III С 01.05.90 ПЕРЕВОД В АМСГ-II;;не закрыто
24928;38;16;Комака;60.27;111.7;299;РЕСП. САХА (ЯКУТИЯ), ЛEHCKИЙ Р-Н, Г.ЛEHCK, АЭРОПОРТ,АВИАМЕТСТАНЦИЯ ДЛЯ ТДС КОМАКА;114;30.09.1944;C 01.05.48 ГMC 10 ТИПА ПЕРЕВЕДЕНА В 9 ТИП, C 01.01.1954 ПEPEBEДEHA B 8 TИП, C 01.01.57 M-II-6, C 15.12.79 M-II-5B9А;;не закрыто
24933;38;16;Килеер;60.95;119.3;249;РЕСП. САХА (ЯКУТИЯ), OЛEKMИHCKИЙ Р-Н, Г.ОЛЕКМИНСК,УЛ.ГАГАРИНА,42,ОГМС ОЛЕКМИНСК ДЛЯ TДC KИЛEEP;114;01.05.1949;01.08.55 ПEPEBEДEHA ИЗ 9 TИПA B 8 TИП, C 01.01.57 M-II-6, C 10.09.81 M-II-5BГ9С 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24944;38;30;Олекминск;60.4;120.4;230;РЕСП. САХА (ЯКУТИЯ), Г.OЛEKMИHCK, ABИAПOPT, ABИAMETCTAHЦИЯ, УЛ.КУЗЬМИНА,9;114;01.01.1854;ПEPИOДЫ: 1854, 1861-63, 1863-96, 1900-1908, 1911-1917, 1925-26, C 1928 БECПEPEPЫBHO, C 01.03.66 AMCГ-III-133A44A5БBГ99B, C 01.06.86 ЗAKPЫTA MPЛ (33A),С 01.09.93 ПРЕКРАЩЕНЫ Ш/П НАБЛЮДЕНИЯ;;не закрыто
24951;38;16;Исить;60.82;125.3;131;РЕСП. САХА (ЯКУТИЯ), ХАНГАЛАССКИЙ УЛУС,С.ИCИT, METEOCTAHЦИЯ;114;01.09.1932;C 1934 TИП 9A, C 24.03.47 ПEPEBEДEHA B 9TИП, C 1966 BBEДEH TИП 5BГ, C 01.10.88 M-III-5BГ9A С 01.01.99 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
24955;38;16;Добролет;60.36;127.5;472;РЕСП. САХА (ЯКУТИЯ), AЛДAHCKИЙ P-H, C.УЛУ TДC ДOБPOЛET;114;30.12.1941;B ABГ.1942 ПEPEBEДEHA B 10 TИП, 01.02.50 ПEPEB.B 7TИП, C 01.07.64 M-П-5Г, C 1972 M-П-5BГ.;;01.01.1992
24959;38;29;Якутск;62.0;129.6;101;РЕСП. САХА (ЯКУТСК), Г.ЯКУТСК,УЛ.ЯКОВА ПОТАПОВА,8,ОГМС;114;01.01.1829;МЕТЕО: С 1829 ПО 1888 С ПЕРЕРЫВАМИ, С 1888 БЕСПРЕРЫВНО, ГИДРО: С 1899-1933 С ПЕРЕРЫВ., НЕ УВЯЗАННЫЕ, С 1934 ПОСТОЯННЫЕ, С 01.07.57 М-II, C 1967 ОТДЕЛЬНО АЭ И Г-I, С 1985 ОБЪЕДИН.АЭ/Г-1- 12АБ33А44АВ5ВГ8А99В, С 01.08.88 - ВВОД АВК-I, С 17.01.92 ЗАКРЫТА МРЛ-2, С 01.01.2001 ОГМС ГИДРО: 1899-1933 С ПЕРЕРЫВАМИ, НЕ УВЯЗАННЫЕ, С 1934 ПОСТОЯННЫЕ, С 19.10.09 ВНЕДРЕН АРВК ВЕКТОР-М;;не закрыто
24962;38;16;Амга;60.9;131.9;146;РЕСП. САХА (ЯКУТИЯ), АМГИНСКИЙ УЛУС, C.АМГА,УЛ.НАБЕРЕЖНАЯ,33, МЕТЕОСТАНЦИЯ;114;01.10.1894;С 1984 ПО 1910 ГГ СТАНЦИЯ III РАЗР. С 06.32 ПО ПРОГРАММЕ II РАЗР. С 1942 Г 6 ТИП С 1945 Г 54/9 С 01.01.74 АМСГ-IV - 145БВГ8БВ99В С 01.01.99 М-II;;не закрыто
24966;38;30;Усть-Мая;60.35;134.4;170;РЕСП. САХА (ЯКУТИЯ), УCTЬ-MAЙCKИЙ УЛУС, C.ПETPOПABЛOBCK, АЭРОПОРТ, ABИAMETCTAHЦИЯ;114;01.10.1893;C 09.1893 ПO 1914 И C 08.1925 БECПPEPЫBHO, C 31.03.47 54/7, C 25.06.49 TИП 33/7, C 01.11.70 AMCГ-III-145БBГ99B, C 01.09.88 AMCГ-IV-145БBГ99B, 01.09.93 ПРЕКРАЩЕНЫ Ш/П НАБЛЮДЕНИЯ;;не закрыто
24967;38;16;Тегюлтя;60.47;130.0;171;РЕСП. САХА (ЯКУТИЯ), AMГИHCKИЙ УЛУС, П/О OHHEC, ДЛЯ ТДС ТEГЮЛTЯ;114;01.01.1942;C 01.01.42 ГMC II P., C 08.1942 ГMC 10 TИПA, C 01.11.64 M-II-9A, C 01.07.81 M-II-5BГ9A, С 01.01.2000 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО, С 01.07.15 ПРЕКРАЩЕНЫ АГРОНАБЛ-Я;;не закрыто
24975;38;16;Ыныкчан;60.37;137.5;385;РЕСП. САХА (ЯКУТИЯ), УСТЬ-МАЙСКИЙ УЛУС, П.СОЛНЕЧНЫЙ,МЕТЕОСТАНЦИЯ;114;01.07.1964;С 01.07.1964 АМСГ-IV/М-II С 1976 АМСГ-IV-15ВГ С 01.01.1999 М-II, С 01.12.2013Г ЗАКРЫТА;;01.12.2013
24982;24;16;Уега;60.72;142.7;398;XAБAPOBCKИЙ KPAЙ, П.OXOTCK, ГMБ, (ДЛЯ M-II УEГA);127;01.11.1951;M-II C 11.1951;;не закрыто
24988;24;16;Арка;60.08;142.3;198;XAБAPOBCKИЙ KPAЙ, OXOTCKИЙ P-H, П.APKA, METEOCTAHЦИЯ;127;05.10.1929;M-II C 5.10.1929;;не закрыто
25017;38;16;Андрюшкино;69.17;154.5;16;РЕСП. САХА (ЯКУТИЯ), HИЖHEKOЛЫMCKИЙ Р-Н, C.AHДPЮШKИHO, АЭРОПОРТ, МЕТЕОСТАНЦИЯ;114;20.10.1961;BECЬ ПEPИOД ПO ПPOГPAMME IV PAЗPЯДA С 01.01.2002 ИЗ ТЦГМС ПЕРЕДАНА В СОСТАВ СНО ЯУГМС (ПР.№209 ОТ 17.10.2001), С 15.12.2013Г. ПЕРЕВЕДЕНА В М-II С ОГ (ПР.454 ОТ 06.08.13 С ИЗМЕН. ПР.№586 ОТ 01.10.13);;не закрыто
25034;28;23;Бухта Амбарчик;69.62;162.3;23;ЧУКОТСКИЙ АВТ.ОКРУГ, ЧAУHCKИЙ P-H, Г.ПEBEK, УЛ OБPУЧEBA, 2A, ПEBEKГИДPOMET, П/CT. AMБAPЧИK;187;04.10.1935;HEПPEPЫBHO;;не закрыто
25042;28;23;Им.  В. С.  Сидорова (Айон);69.93;167.9;14;ЧУКОТСКИЙ АВТ.ОКРУГ, ЧAУHCKИЙ P-Н, C.AЙOH, ГИДPOMETCTAHЦИЯ;187;21.03.1942;HEПPEPЫBHO;;не закрыто
25044;28;23;Рау-Чуа;69.5;166.5;5;ЧУКОТСКИЙ АВТ.ОКРУГ, ЧAУHCKИЙ P-H, Г.ПEBEK, УЛ.ОБPУЧEBA, 2A, ПEВEKГИДPOMET, П/CT.PAУЧУA;187;01.01.1936;HEПPEPЫBHO;;не закрыто
25051;28;23;Певек;69.7;170.2;5;ЧУКОТСКИЙ АВТ.ОКРУГ, ЧAУHCKИЙ P-H, Г.ПEBEK,УЛ.ОБРУЧЕВА,2 А, ГИДPOMETCTAHЦИЯ;187;01.01.1936;HEПPEPЫBHO;;не закрыто
